index,month,year,days,report_date,journey_type,journeys_millions
393,3,2021,31,2021-06-30T00:00:00.000,Emirates Airline,0.112039
394,1,2021,31,2021-06-30T00:00:00.000,TfL Rail,2.120411056
395,3,2021,31,2021-06-30T00:00:00.000,TfL Rail,2.714845605
396,2,2014,28,2014-06-30T00:00:00.000,Underground & DLR,100.5217034
397,2,2014,28,2014-06-30T00:00:00.000,Bus,192.7652362
398,2,2014,28,2014-06-30T00:00:00.000,Tram,2.358107152
399,2,2014,28,2014-06-30T00:00:00.000,Overground,10.53527559
400,2,2014,28,2014-06-30T00:00:00.000,Emirates Airline,0.107946
401,2,2014,28,2014-06-30T00:00:00.000,TfL Rail,
402,1,2014,31,2014-06-30T00:00:00.000,Underground & DLR,96.35747096
403,3,2014,31,2014-06-30T00:00:00.000,Underground & DLR,106.4923425
404,1,2014,31,2014-06-30T00:00:00.000,Bus,164.1128984
405,3,2014,31,2014-06-30T00:00:00.000,Bus,188.0825198
406,1,2014,31,2014-06-30T00:00:00.000,Tram,2.242393829
407,3,2014,31,2014-06-30T00:00:00.000,Tram,2.288241128
408,1,2014,31,2014-06-30T00:00:00.000,Overground,9.721181807
409,3,2014,31,2014-06-30T00:00:00.000,Overground,10.49466896
410,1,2014,31,2014-06-30T00:00:00.000,Emirates Airline,0.144542
411,3,2014,31,2014-06-30T00:00:00.000,Emirates Airline,0.133305
412,1,2014,31,2014-06-30T00:00:00.000,TfL Rail,2.854854521
413,3,2014,31,2014-06-30T00:00:00.000,TfL Rail,
414,9,2017,30,2017-12-31T00:00:00.000,Underground & DLR,124.9023461
415,9,2017,30,2017-12-31T00:00:00.000,Bus,183.7709394
416,9,2017,30,2017-12-31T00:00:00.000,Tram,2.434063255
417,9,2017,30,2017-12-31T00:00:00.000,Overground,15.51043386
418,9,2017,30,2017-12-31T00:00:00.000,Emirates Airline,0.075648
419,9,2017,30,2017-12-31T00:00:00.000,TfL Rail,3.878285941
420,7,2017,31,2017-12-31T00:00:00.000,Underground & DLR,118.2085973
421,8,2017,31,2017-12-31T00:00:00.000,Underground & DLR,120.4664206
422,7,2017,31,2017-12-31T00:00:00.000,Bus,186.9083717
423,8,2017,31,2017-12-31T00:00:00.000,Bus,178.097614
424,7,2017,31,2017-12-31T00:00:00.000,Tram,2.535750337
425,8,2017,31,2017-12-31T00:00:00.000,Tram,2.323729408
426,7,2017,31,2017-12-31T00:00:00.000,Overground,15.59906054
427,8,2017,31,2017-12-31T00:00:00.000,Overground,15.44275651
428,7,2017,31,2017-12-31T00:00:00.000,Emirates Airline,0.0974124
429,8,2017,31,2017-12-31T00:00:00.000,Emirates Airline,0.112178
430,7,2017,31,2017-12-31T00:00:00.000,TfL Rail,3.838819483
431,8,2017,31,2017-12-31T00:00:00.000,TfL Rail,3.734557827
432,9,2010,30,2010-12-31T00:00:00.000,Underground & DLR,97.02963968
433,9,2010,30,2010-12-31T00:00:00.000,Bus,178.8450951
434,9,2010,30,2010-12-31T00:00:00.000,Tram,2.294527
435,9,2010,30,2010-12-31T00:00:00.000,Overground,5.437621108
436,9,2010,30,2010-12-31T00:00:00.000,Emirates Airline,
437,9,2010,30,2010-12-31T00:00:00.000,TfL Rail,
438,7,2010,31,2010-12-31T00:00:00.000,Underground & DLR,94.98603486
439,8,2010,31,2010-12-31T00:00:00.000,Underground & DLR,97.02479406
440,7,2010,31,2010-12-31T00:00:00.000,Bus,189.7979071
441,8,2010,31,2010-12-31T00:00:00.000,Bus,179.8809146
442,7,2010,31,2010-12-31T00:00:00.000,Tram,2.2727365
443,8,2010,31,2010-12-31T00:00:00.000,Tram,2.2050475
444,7,2010,31,2010-12-31T00:00:00.000,Overground,
445,8,2010,31,2010-12-31T00:00:00.000,Overground,5.634584968
446,7,2010,31,2010-12-31T00:00:00.000,Emirates Airline,
447,8,2010,31,2010-12-31T00:00:00.000,Emirates Airline,
448,7,2010,31,2010-12-31T00:00:00.000,TfL Rail,
449,8,2010,31,2010-12-31T00:00:00.000,TfL Rail,
450,11,2021,30,2022-03-31T00:00:00.000,Underground & DLR,66.10711783
451,11,2021,30,2022-03-31T00:00:00.000,Bus,123.5065039
452,11,2021,30,2022-03-31T00:00:00.000,Tram,1.608317179
453,11,2021,30,2022-03-31T00:00:00.000,Overground,9.968767686
454,11,2021,30,2022-03-31T00:00:00.000,Emirates Airline,0.063676
455,11,2021,30,2022-03-31T00:00:00.000,TfL Rail,3.2
456,10,2021,31,2022-03-31T00:00:00.000,Underground & DLR,49.91020194
457,12,2021,31,2022-03-31T00:00:00.000,Underground & DLR,71.93920475
458,10,2021,31,2022-03-31T00:00:00.000,Bus,95.1341721
459,12,2021,31,2022-03-31T00:00:00.000,Bus,127.7833297
460,10,2021,31,2022-03-31T00:00:00.000,Tram,1.243865261
461,12,2021,31,2022-03-31T00:00:00.000,Tram,1.406886544
462,10,2021,31,2022-03-31T00:00:00.000,Overground,6.727379039
463,12,2021,31,2022-03-31T00:00:00.000,Overground,10.68208527
464,10,2021,31,2022-03-31T00:00:00.000,Emirates Airline,0.093056
465,12,2021,31,2022-03-31T00:00:00.000,Emirates Airline,0.082282
466,10,2021,31,2022-03-31T00:00:00.000,TfL Rail,2.4
467,12,2021,31,2022-03-31T00:00:00.000,TfL Rail,3.1
468,4,2018,30,2018-09-30T00:00:00.000,Underground & DLR,118.6820696
469,6,2018,30,2018-09-30T00:00:00.000,Underground & DLR,106.1268563
470,4,2018,30,2018-09-30T00:00:00.000,Bus,177.7558703
471,6,2018,30,2018-09-30T00:00:00.000,Bus,162.1282351
472,4,2018,30,2018-09-30T00:00:00.000,Tram,2.357244124
473,6,2018,30,2018-09-30T00:00:00.000,Tram,2.205294413
474,4,2018,30,2018-09-30T00:00:00.000,Overground,14.83663807
475,6,2018,30,2018-09-30T00:00:00.000,Overground,14.14925828
476,4,2018,30,2018-09-30T00:00:00.000,Emirates Airline,0.118382
477,6,2018,30,2018-09-30T00:00:00.000,Emirates Airline,0.123294
478,4,2018,30,2018-09-30T00:00:00.000,TfL Rail,4.478725836
479,6,2018,30,2018-09-30T00:00:00.000,TfL Rail,4.140986788
480,5,2018,31,2018-09-30T00:00:00.000,Underground & DLR,109.3244926
481,5,2018,31,2018-09-30T00:00:00.000,Bus,151.5015641
482,5,2018,31,2018-09-30T00:00:00.000,Tram,2.063891481
483,5,2018,31,2018-09-30T00:00:00.000,Overground,14.04167186
484,5,2018,31,2018-09-30T00:00:00.000,Emirates Airline,0.156557
485,5,2018,31,2018-09-30T00:00:00.000,TfL Rail,4.104271931
486,11,2014,30,2015-03-31T00:00:00.000,Underground & DLR,108.7752426
487,11,2014,30,2015-03-31T00:00:00.000,Bus,178.2268004
488,11,2014,30,2015-03-31T00:00:00.000,Tram,2.437836606
489,11,2014,30,2015-03-31T00:00:00.000,Overground,11.35479264
490,11,2014,30,2015-03-31T00:00:00.000,Emirates Airline,0.074935
491,11,2014,30,2015-03-31T00:00:00.000,TfL Rail,
492,10,2014,31,2015-03-31T00:00:00.000,Underground & DLR,93.94082233
493,12,2014,31,2015-03-31T00:00:00.000,Underground & DLR,114.7452006
494,10,2014,31,2015-03-31T00:00:00.000,Bus,156.8042458
495,12,2014,31,2015-03-31T00:00:00.000,Bus,176.2994552
496,10,2014,31,2015-03-31T00:00:00.000,Tram,2.084920346
497,12,2014,31,2015-03-31T00:00:00.000,Tram,2.448465498
498,10,2014,31,2015-03-31T00:00:00.000,Overground,8.668505227
499,12,2014,31,2015-03-31T00:00:00.000,Overground,11.08739821
500,10,2014,31,2015-03-31T00:00:00.000,Emirates Airline,0.093527
501,12,2014,31,2015-03-31T00:00:00.000,Emirates Airline,0.115311
502,10,2014,31,2015-03-31T00:00:00.000,TfL Rail,
503,12,2014,31,2015-03-31T00:00:00.000,TfL Rail,
504,4,2011,30,2011-09-30T00:00:00.000,Underground & DLR,98.90630154
505,6,2011,30,2011-09-30T00:00:00.000,Underground & DLR,91.7186178
506,4,2011,30,2011-09-30T00:00:00.000,Bus,186.6689899
507,6,2011,30,2011-09-30T00:00:00.000,Bus,173.899762
508,4,2011,30,2011-09-30T00:00:00.000,Tram,2.282373
509,6,2011,30,2011-09-30T00:00:00.000,Tram,2.149924
510,4,2011,30,2011-09-30T00:00:00.000,Overground,7.583551011
511,6,2011,30,2011-09-30T00:00:00.000,Overground,7.681396324
512,4,2011,30,2011-09-30T00:00:00.000,Emirates Airline,
513,6,2011,30,2011-09-30T00:00:00.000,Emirates Airline,
514,4,2011,30,2011-09-30T00:00:00.000,TfL Rail,
515,6,2011,30,2011-09-30T00:00:00.000,TfL Rail,
516,5,2011,31,2011-09-30T00:00:00.000,Underground & DLR,91.7110092
517,5,2011,31,2011-09-30T00:00:00.000,Bus,161.0650796
518,5,2011,31,2011-09-30T00:00:00.000,Tram,1.925193
519,5,2011,31,2011-09-30T00:00:00.000,Overground,7.652665925
520,5,2011,31,2011-09-30T00:00:00.000,Emirates Airline,
521,5,2011,31,2011-09-30T00:00:00.000,TfL Rail,
522,2,2019,28,2019-06-30T00:00:00.000,Underground & DLR,115.8457432
523,2,2019,28,2019-06-30T00:00:00.000,Bus,175.2471373
524,2,2019,28,2019-06-30T00:00:00.000,Tram,2.159410313
525,2,2019,28,2019-06-30T00:00:00.000,Overground,14.15696308
526,2,2019,28,2019-06-30T00:00:00.000,Emirates Airline,0.101827
527,2,2019,28,2019-06-30T00:00:00.000,TfL Rail,4.47809398
528,1,2019,31,2019-06-30T00:00:00.000,Underground & DLR,110.0272776
529,3,2019,31,2019-06-30T00:00:00.000,Underground & DLR,117.2677211
530,1,2019,31,2019-06-30T00:00:00.000,Bus,156.63758
531,3,2019,31,2019-06-30T00:00:00.000,Bus,171.3800179
532,1,2019,31,2019-06-30T00:00:00.000,Tram,1.974102172
533,3,2019,31,2019-06-30T00:00:00.000,Tram,2.229806879
534,1,2019,31,2019-06-30T00:00:00.000,Overground,13.88291925
535,3,2019,31,2019-06-30T00:00:00.000,Overground,13.79133005
536,1,2019,31,2019-06-30T00:00:00.000,Emirates Airline,0.113705
537,3,2019,31,2019-06-30T00:00:00.000,Emirates Airline,0.111004
538,1,2019,31,2019-06-30T00:00:00.000,TfL Rail,4.323124821
539,3,2019,31,2019-06-30T00:00:00.000,TfL Rail,4.385749612
540,9,2022,30,2022-12-31T00:00:00.000,Underground & DLR,102.6669159
541,9,2022,30,2022-12-31T00:00:00.000,Bus,145.9953186
542,9,2022,30,2022-12-31T00:00:00.000,Tram,1.602802
543,9,2022,30,2022-12-31T00:00:00.000,Overground,13.99023093
544,9,2022,30,2022-12-31T00:00:00.000,Emirates Airline,0.056559
545,9,2022,30,2022-12-31T00:00:00.000,TfL Rail,15.223201
546,7,2022,31,2022-12-31T00:00:00.000,Underground & DLR,95.77307287
547,8,2022,31,2022-12-31T00:00:00.000,Underground & DLR,95.31413963
548,7,2022,31,2022-12-31T00:00:00.000,Bus,146.9544838
549,8,2022,31,2022-12-31T00:00:00.000,Bus,143.1045551
550,7,2022,31,2022-12-31T00:00:00.000,Tram,1.641060508
551,8,2022,31,2022-12-31T00:00:00.000,Tram,1.690798187
552,7,2022,31,2022-12-31T00:00:00.000,Overground,12.47575723
553,8,2022,31,2022-12-31T00:00:00.000,Overground,13.25191663
554,7,2022,31,2022-12-31T00:00:00.000,Emirates Airline,0.108961
555,8,2022,31,2022-12-31T00:00:00.000,Emirates Airline,0.121923
556,7,2022,31,2022-12-31T00:00:00.000,TfL Rail,11.049603
557,8,2022,31,2022-12-31T00:00:00.000,TfL Rail,12.51585
558,9,2015,30,2015-12-31T00:00:00.000,Underground & DLR,123.446096
559,9,2015,30,2015-12-31T00:00:00.000,Bus,186.6151484
560,9,2015,30,2015-12-31T00:00:00.000,Tram,2.25369
561,9,2015,30,2015-12-31T00:00:00.000,Overground,15.75319307
562,9,2015,30,2015-12-31T00:00:00.000,Emirates Airline,0.052531
563,9,2015,30,2015-12-31T00:00:00.000,TfL Rail,4.179697757
564,7,2015,31,2015-12-31T00:00:00.000,Underground & DLR,121.2626244
565,8,2015,31,2015-12-31T00:00:00.000,Underground & DLR,121.5570551
566,7,2015,31,2015-12-31T00:00:00.000,Bus,190.7567215
567,8,2015,31,2015-12-31T00:00:00.000,Bus,181.1999349
568,7,2015,31,2015-12-31T00:00:00.000,Tram,2.200561
569,8,2015,31,2015-12-31T00:00:00.000,Tram,2.16637
570,7,2015,31,2015-12-31T00:00:00.000,Overground,15.65157073
571,8,2015,31,2015-12-31T00:00:00.000,Overground,15.53898643
572,7,2015,31,2015-12-31T00:00:00.000,Emirates Airline,0.118785
573,8,2015,31,2015-12-31T00:00:00.000,Emirates Airline,0.139655
574,7,2015,31,2015-12-31T00:00:00.000,TfL Rail,4.143011094
575,8,2015,31,2015-12-31T00:00:00.000,TfL Rail,4.150729505
576,2,2012,29,2012-06-30T00:00:00.000,Underground & DLR,99.96382228
577,2,2012,29,2012-06-30T00:00:00.000,Bus,189.2119656
578,2,2012,29,2012-06-30T00:00:00.000,Tram,2.338405044
579,2,2012,29,2012-06-30T00:00:00.000,Overground,8.870131388
580,2,2012,29,2012-06-30T00:00:00.000,Emirates Airline,
581,2,2012,29,2012-06-30T00:00:00.000,TfL Rail,
582,1,2012,31,2012-06-30T00:00:00.000,Underground & DLR,95.63930738
583,3,2012,31,2012-06-30T00:00:00.000,Underground & DLR,96.64137128
584,1,2012,31,2012-06-30T00:00:00.000,Bus,171.8478123
585,3,2012,31,2012-06-30T00:00:00.000,Bus,176.5380988
586,1,2012,31,2012-06-30T00:00:00.000,Tram,2.148610908
587,3,2012,31,2012-06-30T00:00:00.000,Tram,2.177143285
588,1,2012,31,2012-06-30T00:00:00.000,Overground,8.530067297
589,3,2012,31,2012-06-30T00:00:00.000,Overground,8.568230412
590,1,2012,31,2012-06-30T00:00:00.000,Emirates Airline,
591,3,2012,31,2012-06-30T00:00:00.000,Emirates Airline,
592,1,2012,31,2012-06-30T00:00:00.000,TfL Rail,
593,3,2012,31,2012-06-30T00:00:00.000,TfL Rail,
594,11,2019,30,2020-03-31T00:00:00.000,Underground & DLR,115.0359661
595,11,2019,30,2020-03-31T00:00:00.000,Bus,169.4236583
596,11,2019,30,2020-03-31T00:00:00.000,Tram,2.306802813
597,11,2019,30,2020-03-31T00:00:00.000,Overground,14.05691148
598,11,2019,30,2020-03-31T00:00:00.000,Emirates Airline,0.060013
599,11,2019,30,2020-03-31T00:00:00.000,TfL Rail,5.668711093
600,10,2019,31,2020-03-31T00:00:00.000,Underground & DLR,98.71301509
601,12,2019,31,2020-03-31T00:00:00.000,Underground & DLR,115.52339
602,10,2019,31,2020-03-31T00:00:00.000,Bus,140.9879969
603,12,2019,31,2020-03-31T00:00:00.000,Bus,165.1762223
604,10,2019,31,2020-03-31T00:00:00.000,Tram,1.909165289
605,12,2019,31,2020-03-31T00:00:00.000,Tram,2.196717919
606,10,2019,31,2020-03-31T00:00:00.000,Overground,10.58719779
607,12,2019,31,2020-03-31T00:00:00.000,Overground,15.60820526
608,10,2019,31,2020-03-31T00:00:00.000,Emirates Airline,0.086786
609,12,2019,31,2020-03-31T00:00:00.000,Emirates Airline,0.061136
610,10,2019,31,2020-03-31T00:00:00.000,TfL Rail,4.346181188
611,12,2019,31,2020-03-31T00:00:00.000,TfL Rail,5.240511429
612,4,2016,30,2016-09-30T00:00:00.000,Underground & DLR,118.4314553
613,6,2016,30,2016-09-30T00:00:00.000,Underground & DLR,107.5093825
614,4,2016,30,2016-09-30T00:00:00.000,Bus,177.6993792
615,6,2016,30,2016-09-30T00:00:00.000,Bus,166.3205143
616,4,2016,30,2016-09-30T00:00:00.000,Tram,2.439134898
617,6,2016,30,2016-09-30T00:00:00.000,Tram,2.244757992
618,4,2016,30,2016-09-30T00:00:00.000,Overground,14.13202587
619,6,2016,30,2016-09-30T00:00:00.000,Overground,14.18852051
620,4,2016,30,2016-09-30T00:00:00.000,Emirates Airline,0.132425
621,6,2016,30,2016-09-30T00:00:00.000,Emirates Airline,0.136297
622,4,2016,30,2016-09-30T00:00:00.000,TfL Rail,3.808085695
623,6,2016,30,2016-09-30T00:00:00.000,TfL Rail,3.469032082
624,5,2016,31,2016-09-30T00:00:00.000,Underground & DLR,110.0565025
625,5,2016,31,2016-09-30T00:00:00.000,Bus,155.321431
626,5,2016,31,2016-09-30T00:00:00.000,Tram,1.813009057
627,5,2016,31,2016-09-30T00:00:00.000,Overground,13.74282798
628,5,2016,31,2016-09-30T00:00:00.000,Emirates Airline,0.182303
629,5,2016,31,2016-09-30T00:00:00.000,TfL Rail,3.588850528
630,11,2012,30,2013-03-31T00:00:00.000,Underground & DLR,98.97087593
631,11,2012,30,2013-03-31T00:00:00.000,Bus,178.1221944
632,11,2012,30,2013-03-31T00:00:00.000,Tram,2.312969946
633,11,2012,30,2013-03-31T00:00:00.000,Overground,10.18613218
634,11,2012,30,2013-03-31T00:00:00.000,Emirates Airline,0.072604
635,11,2012,30,2013-03-31T00:00:00.000,TfL Rail,
636,10,2012,31,2013-03-31T00:00:00.000,Underground & DLR,84.72737956
637,12,2012,31,2013-03-31T00:00:00.000,Underground & DLR,104.2526944
638,10,2012,31,2013-03-31T00:00:00.000,Bus,151.9363269
639,12,2012,31,2013-03-31T00:00:00.000,Bus,180.2517954
640,10,2012,31,2013-03-31T00:00:00.000,Tram,2.038857573
641,12,2012,31,2013-03-31T00:00:00.000,Tram,2.357240795
642,10,2012,31,2013-03-31T00:00:00.000,Overground,8.214637796
643,12,2012,31,2013-03-31T00:00:00.000,Overground,10.73786676
644,10,2012,31,2013-03-31T00:00:00.000,Emirates Airline,0.11049
645,12,2012,31,2013-03-31T00:00:00.000,Emirates Airline,0.11707
646,10,2012,31,2013-03-31T00:00:00.000,TfL Rail,
647,12,2012,31,2013-03-31T00:00:00.000,TfL Rail,
648,2,2017,28,2017-06-30T00:00:00.000,Underground & DLR,115.4927741
649,2,2017,28,2017-06-30T00:00:00.000,Bus,182.263921
650,2,2017,28,2017-06-30T00:00:00.000,Tram,2.259733915
651,2,2017,28,2017-06-30T00:00:00.000,Overground,14.83456338
652,2,2017,28,2017-06-30T00:00:00.000,Emirates Airline,0.113401991
653,2,2017,28,2017-06-30T00:00:00.000,TfL Rail,3.516487515
654,1,2017,31,2017-06-30T00:00:00.000,Underground & DLR,114.2706568
655,3,2017,31,2017-06-30T00:00:00.000,Underground & DLR,110.7642947
656,1,2017,31,2017-06-30T00:00:00.000,Bus,172.5880603
657,3,2017,31,2017-06-30T00:00:00.000,Bus,175.7759459
658,1,2017,31,2017-06-30T00:00:00.000,Tram,2.133444005
659,3,2017,31,2017-06-30T00:00:00.000,Tram,2.22733318
660,1,2017,31,2017-06-30T00:00:00.000,Overground,14.72110999
661,3,2017,31,2017-06-30T00:00:00.000,Overground,14.38761568
662,1,2017,31,2017-06-30T00:00:00.000,Emirates Airline,0.155692978
663,3,2017,31,2017-06-30T00:00:00.000,Emirates Airline,0.11319885
664,1,2017,31,2017-06-30T00:00:00.000,TfL Rail,3.290075087
665,3,2017,31,2017-06-30T00:00:00.000,TfL Rail,3.38090789
666,9,2020,30,2020-12-31T00:00:00.000,Underground & DLR,36.13152027
667,9,2020,30,2020-12-31T00:00:00.000,Bus,88.99404731
668,9,2020,30,2020-12-31T00:00:00.000,Tram,1.130221658
669,9,2020,30,2020-12-31T00:00:00.000,Overground,6.61382143
670,9,2020,30,2020-12-31T00:00:00.000,Emirates Airline,0.02052
671,9,2020,30,2020-12-31T00:00:00.000,TfL Rail,2.076430425
672,7,2020,31,2020-12-31T00:00:00.000,Underground & DLR,43.96023385
673,8,2020,31,2020-12-31T00:00:00.000,Underground & DLR,37.81227172
674,7,2020,31,2020-12-31T00:00:00.000,Bus,101.9750272
675,8,2020,31,2020-12-31T00:00:00.000,Bus,88.85523703
676,7,2020,31,2020-12-31T00:00:00.000,Tram,1.386815393
677,8,2020,31,2020-12-31T00:00:00.000,Tram,1.027393231
678,7,2020,31,2020-12-31T00:00:00.000,Overground,8.455669045
679,8,2020,31,2020-12-31T00:00:00.000,Overground,7.080423369
680,7,2020,31,2020-12-31T00:00:00.000,Emirates Airline,0.039569
681,8,2020,31,2020-12-31T00:00:00.000,Emirates Airline,0.033097
682,7,2020,31,2020-12-31T00:00:00.000,TfL Rail,2.47825691
683,8,2020,31,2020-12-31T00:00:00.000,TfL Rail,2.123956284
684,2,2010,28,2010-06-30T00:00:00.000,Underground & DLR,90.33050361
685,2,2010,28,2010-06-30T00:00:00.000,Bus,181.6047923
686,2,2010,28,2010-06-30T00:00:00.000,Tram,2.1547905
687,2,2010,28,2010-06-30T00:00:00.000,Overground,
688,2,2010,28,2010-06-30T00:00:00.000,Emirates Airline,
689,2,2010,28,2010-06-30T00:00:00.000,TfL Rail,
690,1,2010,31,2010-06-30T00:00:00.000,Underground & DLR,96.83639076
691,3,2010,31,2010-06-30T00:00:00.000,Underground & DLR,90.03801412
692,1,2010,31,2010-06-30T00:00:00.000,Bus,189.1146606
693,3,2010,31,2010-06-30T00:00:00.000,Bus,175.8831733
694,1,2010,31,2010-06-30T00:00:00.000,Tram,2.2877845
695,3,2010,31,2010-06-30T00:00:00.000,Tram,2.1291215
696,1,2010,31,2010-06-30T00:00:00.000,Overground,
697,3,2010,31,2010-06-30T00:00:00.000,Overground,
698,1,2010,31,2010-06-30T00:00:00.000,Emirates Airline,
699,3,2010,31,2010-06-30T00:00:00.000,Emirates Airline,
700,1,2010,31,2010-06-30T00:00:00.000,TfL Rail,
701,3,2010,31,2010-06-30T00:00:00.000,TfL Rail,
702,9,2013,30,2013-12-31T00:00:00.000,Underground & DLR,114.5651738
703,9,2013,30,2013-12-31T00:00:00.000,Bus,193.2191911
704,9,2013,30,2013-12-31T00:00:00.000,Tram,2.568597062
705,9,2013,30,2013-12-31T00:00:00.000,Overground,10.62870273
706,9,2013,30,2013-12-31T00:00:00.000,Emirates Airline,0.076424
707,9,2013,30,2013-12-31T00:00:00.000,TfL Rail,
708,7,2013,31,2013-12-31T00:00:00.000,Underground & DLR,109.3813773
709,8,2013,31,2013-12-31T00:00:00.000,Underground & DLR,111.9729676
710,7,2013,31,2013-12-31T00:00:00.000,Bus,194.5059853
711,8,2013,31,2013-12-31T00:00:00.000,Bus,186.3485597
712,7,2013,31,2013-12-31T00:00:00.000,Tram,2.590109907
713,8,2013,31,2013-12-31T00:00:00.000,Tram,2.444683228
714,7,2013,31,2013-12-31T00:00:00.000,Overground,11.21835925
715,8,2013,31,2013-12-31T00:00:00.000,Overground,9.58901815
716,7,2013,31,2013-12-31T00:00:00.000,Emirates Airline,0.104226
717,8,2013,31,2013-12-31T00:00:00.000,Emirates Airline,0.099083
718,7,2013,31,2013-12-31T00:00:00.000,TfL Rail,
719,8,2013,31,2013-12-31T00:00:00.000,TfL Rail,
720,4,2021,30,2021-09-30T00:00:00.000,Underground & DLR,54.94853502
721,6,2021,30,2021-09-30T00:00:00.000,Underground & DLR,64.10997061
722,4,2021,30,2021-09-30T00:00:00.000,Bus,109.1357947
723,6,2021,30,2021-09-30T00:00:00.000,Bus,115.5285252
724,4,2021,30,2021-09-30T00:00:00.000,Tram,1.502612253
725,6,2021,30,2021-09-30T00:00:00.000,Tram,1.238905097
726,4,2021,30,2021-09-30T00:00:00.000,Overground,10.14764205
727,6,2021,30,2021-09-30T00:00:00.000,Overground,10.599299
728,4,2021,30,2021-09-30T00:00:00.000,Emirates Airline,0.104728
729,6,2021,30,2021-09-30T00:00:00.000,Emirates Airline,0.163673
730,4,2021,30,2021-09-30T00:00:00.000,TfL Rail,2.806712186
731,6,2021,30,2021-09-30T00:00:00.000,TfL Rail,3.097643
732,5,2021,31,2021-09-30T00:00:00.000,Underground & DLR,57.12025494
733,5,2021,31,2021-09-30T00:00:00.000,Bus,98.81442361
734,5,2021,31,2021-09-30T00:00:00.000,Tram,1.266967879
735,5,2021,31,2021-09-30T00:00:00.000,Overground,8.574371395
736,5,2021,31,2021-09-30T00:00:00.000,Emirates Airline,0.18938
737,5,2021,31,2021-09-30T00:00:00.000,TfL Rail,2.8
738,11,2017,30,2018-03-31T00:00:00.000,Underground & DLR,114.7345789
739,11,2017,30,2018-03-31T00:00:00.000,Bus,175.2207321
740,11,2017,30,2018-03-31T00:00:00.000,Tram,2.241396561
741,11,2017,30,2018-03-31T00:00:00.000,Overground,14.82053681
742,11,2017,30,2018-03-31T00:00:00.000,Emirates Airline,0.065853
743,11,2017,30,2018-03-31T00:00:00.000,TfL Rail,3.676614535
744,10,2017,31,2018-03-31T00:00:00.000,Underground & DLR,95.1068036
745,12,2017,31,2018-03-31T00:00:00.000,Underground & DLR,114.5119732
746,10,2017,31,2018-03-31T00:00:00.000,Bus,145.0617339
747,12,2017,31,2018-03-31T00:00:00.000,Bus,168.6537267
748,10,2017,31,2018-03-31T00:00:00.000,Tram,1.938765422
749,12,2017,31,2018-03-31T00:00:00.000,Tram,2.165873986
750,10,2017,31,2018-03-31T00:00:00.000,Overground,11.55572814
751,12,2017,31,2018-03-31T00:00:00.000,Overground,14.13058085
752,10,2017,31,2018-03-31T00:00:00.000,Emirates Airline,0.064841
753,12,2017,31,2018-03-31T00:00:00.000,Emirates Airline,0.091732
754,10,2017,31,2018-03-31T00:00:00.000,TfL Rail,2.872382665
755,12,2017,31,2018-03-31T00:00:00.000,TfL Rail,3.379773701
756,4,2014,30,2014-09-30T00:00:00.000,Underground & DLR,110.8696577
757,6,2014,30,2014-09-30T00:00:00.000,Underground & DLR,101.3265798
758,4,2014,30,2014-09-30T00:00:00.000,Bus,191.1015715
759,6,2014,30,2014-09-30T00:00:00.000,Bus,176.5021254
760,4,2014,30,2014-09-30T00:00:00.000,Tram,2.472438453
761,6,2014,30,2014-09-30T00:00:00.000,Tram,2.257142926
762,4,2014,30,2014-09-30T00:00:00.000,Overground,10.7756373
763,6,2014,30,2014-09-30T00:00:00.000,Overground,10.81955554
764,4,2014,30,2014-09-30T00:00:00.000,Emirates Airline,0.124303
765,6,2014,30,2014-09-30T00:00:00.000,Emirates Airline,0.170343
766,4,2014,30,2014-09-30T00:00:00.000,TfL Rail,
767,6,2014,30,2014-09-30T00:00:00.000,TfL Rail,
768,5,2014,31,2014-09-30T00:00:00.000,Underground & DLR,105.4292456
769,5,2014,31,2014-09-30T00:00:00.000,Bus,169.2446588
770,5,2014,31,2014-09-30T00:00:00.000,Tram,1.966043618
771,5,2014,31,2014-09-30T00:00:00.000,Overground,10.64618227
772,5,2014,31,2014-09-30T00:00:00.000,Emirates Airline,0.178233
773,5,2014,31,2014-09-30T00:00:00.000,TfL Rail,
774,11,2010,30,2011-03-31T00:00:00.000,Underground & DLR,90.6912942
775,11,2010,30,2011-03-31T00:00:00.000,Bus,183.0263399
776,11,2010,30,2011-03-31T00:00:00.000,Tram,2.140724
777,11,2010,30,2011-03-31T00:00:00.000,Overground,5.243922841
778,11,2010,30,2011-03-31T00:00:00.000,Emirates Airline,
779,11,2010,30,2011-03-31T00:00:00.000,TfL Rail,
780,10,2010,31,2011-03-31T00:00:00.000,Underground & DLR,77.36997907
781,12,2010,31,2011-03-31T00:00:00.000,Underground & DLR,94.25623237
782,10,2010,31,2011-03-31T00:00:00.000,Bus,140.051899
783,12,2010,31,2011-03-31T00:00:00.000,Bus,177.1822043
784,10,2010,31,2011-03-31T00:00:00.000,Tram,1.8491465
785,12,2010,31,2011-03-31T00:00:00.000,Tram,2.2221135
786,10,2010,31,2011-03-31T00:00:00.000,Overground,3.482651646
787,12,2010,31,2011-03-31T00:00:00.000,Overground,5.154636957
788,10,2010,31,2011-03-31T00:00:00.000,Emirates Airline,
789,12,2010,31,2011-03-31T00:00:00.000,Emirates Airline,
790,10,2010,31,2011-03-31T00:00:00.000,TfL Rail,
